dataset,seed,nominal,coverage,median_radius_m
UJI-Library-25M,55,0.7000000000000002,0.866423076923077,5.467016318725051
UJI-Library-25M,55,0.7500000000000002,0.9051025641025641,6.112610802993592
UJI-Library-25M,55,0.8000000000000003,0.9415,7.030601634283528
UJI-Library-25M,55,0.8500000000000003,0.9648205128205128,8.060834063369999
UJI-Library-25M,55,0.9000000000000004,0.9818076923076923,9.628909946557368
UJI-Library-25M,55,0.9500000000000004,0.9925384615384616,12.189139868268462
UJI-Library-25M,66,0.5,0.7025897435897436,3.8850422328751577
UJI-Library-25M,66,0.55,0.7493333333333333,4.365268449349632
UJI-Library-25M,66,0.6000000000000001,0.7906923076923077,4.932527247323925
UJI-Library-25M,66,0.6500000000000001,0.8262435897435897,5.610693816769587
UJI-Library-25M,66,0.7000000000000002,0.8548974358974359,6.385236201533713
UJI-Library-25M,66,0.7500000000000002,0.8811923076923077,7.370634712323796
UJI-Library-25M,66,0.8000000000000003,0.9019615384615385,8.512088380355241
UJI-Library-25M,66,0.8500000000000003,0.9271666666666667,10.722825617253097
UJI-Library-25M,66,0.9000000000000004,0.9591666666666666,15.293930789065783
UJI-Library-25M,66,0.9500000000000004,0.9901923076923077,27.08972157623661
UJI-Library-25M,77,0.5,0.606948717948718,4.192726724507052
UJI-Library-25M,77,0.55,0.6693589743589744,5.0547768985258115
UJI-Library-25M,77,0.6000000000000001,0.7421923076923077,6.5078294185453185
UJI-Library-25M,77,0.6500000000000001,0.8127179487179487,8.687955926350611
UJI-Library-25M,77,0.7000000000000002,0.859897435897436,11.091185371747574
UJI-Library-25M,77,0.7500000000000002,0.8877307692307692,13.11682131014935
UJI-Library-25M,77,0.8000000000000003,0.9181410256410256,15.826157444352205
UJI-Library-25M,77,0.8500000000000003,0.9406666666666667,18.76534153483462
UJI-Library-25M,77,0.9000000000000004,0.9631282051282052,22.958751064329512
UJI-Library-25M,77,0.9500000000000004,0.9765769230769231,26.73301929991299
UJI-Library-25M,88,0.5,0.6442564102564102,3.6111611239054033
UJI-Library-25M,88,0.55,0.6803717948717949,3.8887538007944484
UJI-Library-25M,88,0.6000000000000001,0.7183205128205128,4.225860402666424
UJI-Library-25M,88,0.6500000000000001,0.7604102564102564,4.662600652562128
UJI-Library-25M,88,0.7000000000000002,0.793448717948718,5.039369653849602
UJI-Library-25M,88,0.7500000000000002,0.8344871794871795,5.592957407944169
UJI-Library-25M,88,0.8000000000000003,0.869474358974359,6.148382508785453
UJI-Library-25M,88,0.8500000000000003,0.8996282051282052,6.767074308779822
UJI-Library-25M,88,0.9000000000000004,0.9333717948717949,7.680211009279065
UJI-Library-25M,88,0.9500000000000004,0.9776282051282051,10.160136905657401
UJI-Library-25M,99,0.5,0.5394230769230769,2.7325170389947564
UJI-Library-25M,99,0.55,0.5919615384615384,3.0249313756356493
UJI-Library-25M,99,0.6000000000000001,0.6316282051282052,3.2600328314519373
UJI-Library-25M,99,0.6500000000000001,0.6763076923076923,3.5526734240408695
